osm_id,name,surface,tracktype,smoothness,width,length_km,premium_score,premium_tier,access,bicycle,highway,start_lat,start_lon,end_lat,end_lon,score_surface,score_tracktype,score_smoothness,score_traffic,score_width,score_access
118075478,,fine_gravel,grade2,good,,0.16,93,Premium,yes,yes,path,51.135819,17.07596,51.134423,17.076741,25,23,18,15,7,5
617842195,,fine_gravel,grade1,intermediate,,0.28,92,Premium,yes,yes,path,51.176171,17.035661,51.175227,17.03924,25,25,15,15,7,5
508291351,Grobla Swojczycko-Kowalska,compacted,grade1,intermediate,3.5,0.35,90,Premium,yes,yes,path,51.123855,17.1316,51.120771,17.132128,20,25,15,15,10,5
128676997,,compacted,grade2,good,2.0,0.46,89,Premium,yes,yes,path,51.14257,16.937997,51.146527,16.939511,20,23,18,15,8,5
490186017,,gravel,grade1,excellent,,1.59,89,Premium,yes,yes,track,51.235705,16.431686,51.24306,16.446453,22,25,20,10,7,5
500136153,,gravel,grade1,excellent,,1.5,89,Premium,yes,yes,track,51.243618,16.446981,51.237388,16.432557,22,25,20,10,7,5
500136171,,gravel,grade1,excellent,,1.08,89,Premium,yes,yes,track,51.266683,16.437797,51.26498,16.424086,22,25,20,10,7,5
802167512,,gravel,grade1,excellent,,1.23,89,Premium,yes,yes,track,51.27297,16.412411,51.279428,16.403592,22,25,20,10,7,5
802167518,,gravel,grade1,excellent,,2.02,89,Premium,yes,yes,track,51.250774,16.451702,51.266683,16.437797,22,25,20,10,7,5
815027451,,gravel,grade1,excellent,,2.02,89,Premium,yes,yes,track,51.231245,16.456467,51.24306,16.446453,22,25,20,10,7,5
1019649697,,gravel,grade1,excellent,,0.71,89,Premium,yes,yes,track,51.274161,16.393218,51.271333,16.385676,22,25,20,10,7,5
1081164587,,gravel,grade1,excellent,,1.02,89,Premium,yes,yes,track,51.265095,16.423972,51.272734,16.417408,22,25,20,10,7,5
1081164590,,gravel,grade1,excellent,,0.92,89,Premium,yes,yes,track,51.279014,16.402346,51.274161,16.393218,22,25,20,10,7,5
1238377912,,gravel,grade1,excellent,,0.19,89,Premium,yes,yes,track,51.271859,16.414104,51.27297,16.412411,22,25,20,10,7,5
508291353,Grobla Swojczycko-Kowalska,compacted,grade1,intermediate,2.0,0.99,88,Premium,yes,yes,path,51.133733,17.115375,51.128655,17.126618,20,25,15,15,8,5
508293196,Grobla Swojczycko-Kowalska,compacted,grade1,intermediate,2.0,0.84,88,Premium,yes,yes,path,51.142667,17.097546,51.136773,17.104084,20,25,15,15,8,5
589767215,Grobla Swojczycko-Kowalska,compacted,grade1,intermediate,2.0,0.61,88,Premium,yes,yes,path,51.128537,17.126826,51.124006,17.131505,20,25,15,15,8,5
1274499755,,gravel,grade2,good,3.5,0.12,88,Premium,yes,yes,track,50.970455,16.732837,50.970031,16.734437,22,23,18,10,10,5
1308338494,,fine_gravel,grade2,good,,0.38,88,Premium,yes,yes,track,51.20467,16.904128,51.201917,16.907464,25,23,18,10,7,5
82319568,Grobla Opatowicka Zachodnia,fine_gravel,grade1,intermediate,,1.11,87,Premium,yes,yes,track,51.094971,17.114274,51.085239,17.117549,25,25,15,10,7,5
103011300,,gravel,grade1,good,,0.64,87,Premium,yes,yes,track,51.302848,16.818581,51.307537,16.813396,22,25,18,10,7,5
186200200,,gravel,grade1,good,,0.8,87,Premium,yes,yes,track,51.314762,16.818721,51.321525,16.822524,22,25,18,10,7,5
186360274,,gravel,grade1,good,,1.03,87,Premium,yes,yes,track,51.323226,16.805399,51.32249,16.819755,22,25,18,10,7,5
188500514,,compacted,grade2,good,,2.65,87,Premium,no,yes,service,51.272864,16.985659,51.271299,16.947837,20,23,18,14,7,5
269444564,,fine_gravel,grade1,,3.5,0.23,87,Premium,yes,yes,track,51.078083,17.096609,51.080018,17.097754,25,25,12,10,10,5
314367886,,fine_gravel,grade1,intermediate,,1.31,87,Premium,yes,yes,track,51.076497,17.131564,51.087548,17.137743,25,25,15,10,7,5
319166726,,fine_gravel,grade1,intermediate,,0.91,87,Premium,yes,yes,track,51.166558,16.962761,51.160951,16.971266,25,25,15,10,7,5
335974490,,fine_gravel,grade1,intermediate,,0.2,87,Premium,yes,yes,track,51.154347,16.977968,51.156101,16.978367,25,25,15,10,7,5
339528238,Grobla Blizanowice-Trestno,fine_gravel,grade1,intermediate,,1.19,87,Premium,yes,yes,track,51.066245,17.15484,51.074554,17.144849,25,25,15,10,7,5
343131630,,fine_gravel,grade1,intermediate,,0.29,87,Premium,yes,yes,track,51.154347,16.977968,51.15207,16.979903,25,25,15,10,7,5
348749978,,fine_gravel,grade1,intermediate,,0.51,87,Premium,yes,yes,track,51.084284,17.118476,51.081822,17.124481,25,25,15,10,7,5
361842691,,gravel,grade1,good,,0.89,87,Premium,yes,yes,track,51.307537,16.813396,51.314762,16.818721,22,25,18,10,7,5
373809045,,fine_gravel,grade1,,3.5,0.6,87,Premium,yes,yes,track,51.055789,17.11081,51.051701,17.11539,25,25,12,10,10,5
385911732,,fine_gravel,grade1,,3.5,0.31,87,Premium,yes,yes,track,51.047414,17.117489,51.049995,17.117032,25,25,12,10,10,5
385911736,,fine_gravel,grade1,,3.5,0.21,87,Premium,yes,yes,track,51.050111,17.116904,51.051701,17.11539,25,25,12,10,10,5
398553533,Grobla Opatowicka Zachodnia,fine_gravel,grade1,intermediate,,0.13,87,Premium,yes,yes,track,51.085239,17.117549,51.084284,17.118476,25,25,15,10,7,5
475588517,,gravel,grade1,good,,2.24,87,Premium,yes,yes,track,51.316046,16.800234,51.316616,16.769312,22,25,18,10,7,5
587421097,,compacted,grade1,intermediate,,0.16,87,Premium,yes,yes,path,51.153241,17.102951,51.154165,17.104529,20,25,15,15,7,5
610479323,,gravel,grade1,good,,1.01,87,Premium,yes,yes,track,51.191129,16.998798,51.185856,17.01013,22,25,18,10,7,5
610479946,,gravel,grade1,good,,0.48,87,Premium,yes,yes,track,51.185856,17.01013,51.182535,17.014374,22,25,18,10,7,5
624142190,,fine_gravel,grade1,intermediate,,0.11,87,Premium,yes,yes,track,51.176992,17.031133,51.176206,17.032073,25,25,15,10,7,5
624142193,,compacted,grade1,intermediate,,0.55,87,Premium,yes,yes,path,51.180814,17.026147,51.176992,17.031133,20,25,15,15,7,5
624142204,,fine_gravel,grade1,intermediate,,0.11,87,Premium,yes,yes,track,51.175227,17.03924,51.174774,17.040655,25,25,15,10,7,5
871736134,Polna,compacted,grade2,good,,0.86,87,Premium,no,yes,service,51.271299,16.947837,51.279049,16.948587,20,23,18,14,7,5
931754842,Grobla Blizanowice-Trestno,fine_gravel,grade1,intermediate,,0.23,87,Premium,yes,yes,track,51.074554,17.144849,51.076487,17.143589,25,25,15,10,7,5
998158801,,gravel,grade1,good,,0.69,87,Premium,yes,yes,track,51.200939,16.975163,51.197747,16.982478,22,25,18,10,7,5
1051811034,,gravel,grade1,good,,0.3,87,Premium,yes,yes,track,51.324124,16.821974,51.321525,16.822524,22,25,18,10,7,5
1099423412,,gravel,grade1,good,,0.17,87,Premium,yes,yes,track,51.32249,16.819755,51.323222,16.821959,22,25,18,10,7,5
1099423414,,gravel,grade1,good,,0.88,87,Premium,yes,yes,track,51.323226,16.805399,51.316046,16.800234,22,25,18,10,7,5
1111759889,,fine_gravel,grade1,,3.5,0.12,87,Premium,yes,yes,track,51.050067,17.13256,51.049672,17.131034,25,25,12,10,10,5
1191933826,,compacted,grade1,intermediate,,0.26,87,Premium,yes,yes,path,51.176206,17.032073,51.176171,17.035661,20,25,15,15,7,5
1314194971,,fine_gravel,grade1,intermediate,,0.29,87,Premium,yes,yes,track,51.117949,17.193786,51.117529,17.19786,25,25,15,10,7,5
33054481,Rekreacyjna,fine_gravel,grade2,intermediate,,0.42,85,Premium,yes,yes,track,51.041709,16.982348,51.038052,16.982266,25,23,15,10,7,5
38328459,,gravel,grade2,good,,0.16,85,Premium,yes,yes,track,51.126448,17.145557,51.126776,17.143348,22,23,18,10,7,5
121496069,,gravel,grade2,good,,0.17,85,Premium,yes,yes,track,51.039982,16.914937,51.040543,16.917191,22,23,18,10,7,5
188148960,,compacted,grade1,good,,1.26,85,Premium,yes,yes,track,51.111211,17.111162,51.10248,17.12258,20,25,18,10,7,5
217467376,Dojazd pożarowy 30,gravel,grade2,good,,0.78,85,Premium,yes,yes,track,51.136179,16.824271,51.135489,16.835257,22,23,18,10,7,5
231788606,,compacted,grade1,good,,0.31,85,Premium,yes,yes,track,51.111381,17.110948,51.113367,17.10792,20,25,18,10,7,5
278787212,,gravel,grade2,good,,0.63,85,Premium,yes,yes,track,50.973552,16.740811,50.970668,16.734659,22,23,18,10,7,5
304777180,Droga Hannibala,fine_gravel,grade2,intermediate,,3.09,85,Premium,yes,yes,track,51.464209,17.220072,51.457978,17.263019,25,23,15,10,7,5
317564591,,gravel,grade2,good,,0.36,85,Premium,yes,yes,track,50.976303,16.745482,50.977996,16.749664,22,23,18,10,7,5
373854799,,fine_gravel,grade1,,3.5,0.27,85,Premium,private,yes,track,51.04311,17.142078,51.041093,17.143293,25,25,12,8,10,5
390478068,Dojazd pożarowy 30,gravel,grade2,good,,0.36,85,Premium,yes,yes,track,51.140944,16.823481,51.138327,16.822549,22,23,18,10,7,5
485689729,,compacted,grade1,good,,1.02,85,Premium,yes,yes,track,51.125118,17.151121,51.127601,17.162997,20,25,18,10,7,5
491756065,,gravel,grade2,good,,0.34,85,Premium,yes,yes,track,50.97424,16.741991,50.976303,16.745482,22,23,18,10,7,5
571718210,,gravel,grade2,good,,0.29,85,Premium,yes,yes,track,51.126776,17.143348,51.127257,17.139265,22,23,18,10,7,5
588132816,,gravel,grade2,good,,0.18,85,Premium,yes,yes,track,51.209676,16.947491,51.209468,16.945038,22,23,18,10,7,5
617840100,,gravel,grade2,good,,0.13,85,Premium,yes,yes,track,51.201452,16.973564,51.200939,16.975163,22,23,18,10,7,5
622829198,,compacted,grade1,good,,0.55,85,Premium,yes,yes,track,51.12646,17.169522,51.127836,17.162451,20,25,18,10,7,5
667319067,,fine_gravel,grade2,intermediate,,1.01,85,Premium,yes,yes,track,51.198217,17.000319,51.193107,17.011063,25,23,15,10,7,5
1002603953,,compacted,grade1,good,,0.18,85,Premium,yes,yes,track,51.126743,17.169517,51.125159,17.169564,20,25,18,10,7,5
1057819240,,gravel,grade2,good,,1.78,85,Premium,yes,yes,track,51.307031,16.860522,51.312789,16.842499,22,23,18,10,7,5
1109131003,,fine_gravel,grade1,,3.5,0.18,85,Premium,private,yes,track,51.05043,17.135017,51.050067,17.13256,25,25,12,8,10,5
1111759895,,fine_gravel,grade1,,3.5,0.29,85,Premium,private,yes,track,51.045975,17.142311,51.043376,17.142233,25,25,12,8,10,5
1158823110,,compacted,grade1,good,,2.23,85,Premium,yes,yes,track,51.121103,17.205188,51.125716,17.175586,20,25,18,10,7,5
1229044316,,compacted,grade1,good,,0.39,85,Premium,yes,yes,track,51.125736,17.174949,51.12575,17.169548,20,25,18,10,7,5
1308339957,Dojazd pożarowy 30,gravel,grade2,good,,0.11,85,Premium,yes,yes,track,51.137133,16.824647,51.136179,16.824271,22,23,18,10,7,5
1308339958,Dojazd pożarowy 30,gravel,grade2,good,,0.2,85,Premium,yes,yes,track,51.138327,16.822549,51.137133,16.824647,22,23,18,10,7,5
1321476254,,compacted,grade1,good,,0.32,85,Premium,yes,yes,track,51.095141,17.125891,51.094932,17.13051,20,25,18,10,7,5
92224525,,fine_gravel,grade1,,,4.93,84,Premium,yes,yes,track,51.244085,16.559268,51.246256,16.619562,25,25,12,10,7,5
118055671,,fine_gravel,grade1,,,0.12,84,Premium,yes,yes,track,51.110824,16.941856,51.110935,16.94343,25,25,12,10,7,5
118055676,,fine_gravel,grade1,,,0.15,84,Premium,yes,yes,track,51.110748,16.941477,51.110935,16.94343,25,25,12,10,7,5
118055678,,fine_gravel,grade1,,,0.16,84,Premium,yes,yes,track,51.109186,16.941129,51.110624,16.941087,25,25,12,10,7,5
131636384,Droga Sułowska,gravel,grade1,intermediate,,5.56,84,Premium,yes,yes,track,51.417487,17.219365,51.459266,17.178384,22,25,15,10,7,5
182372689,Ziołowa,gravel,grade1,intermediate,,0.52,84,Premium,yes,yes,track,51.119149,17.185211,51.119988,17.178115,22,25,15,10,7,5
186940442,droga na Łąki,fine_gravel,grade1,,,8.21,84,Premium,yes,yes,track,51.461103,17.057576,51.491867,17.145025,25,25,12,10,7,5
269444563,,fine_gravel,grade1,,,0.1,84,Premium,yes,yes,track,51.080018,17.097754,51.080809,17.097123,25,25,12,10,7,5
269604216,Młyńska Droga,gravel,grade1,intermediate,,3.34,84,Premium,yes,yes,track,51.43713,17.205001,51.464209,17.220072,22,25,15,10,7,5
314367885,,fine_gravel,grade1,,,0.15,84,Premium,yes,yes,track,51.076014,17.133581,51.076132,17.131462,25,25,12,10,7,5
339528241,Grobla Blizanowice-Trestno,fine_gravel,grade1,,,0.17,84,Premium,yes,yes,track,51.064867,17.1594,51.065379,17.157149,25,25,12,10,7,5
355123014,Jesionowa,gravel,grade1,intermediate,,0.34,84,Premium,yes,yes,service,51.282711,16.873737,51.281293,16.87797,22,25,15,10,7,5
360318964,,fine_gravel,grade1,,,0.23,84,Premium,yes,yes,track,51.075998,17.096999,51.078008,17.096574,25,25,12,10,7,5
361730229,,gravel,grade1,intermediate,,0.79,84,Premium,yes,yes,track,51.282399,16.889226,51.281293,16.87797,22,25,15,10,7,5
520612442,,fine_gravel,grade1,,,0.26,84,Premium,yes,yes,track,51.143769,17.100073,51.145828,17.098615,25,25,12,10,7,5
571481979,Grobla Obwodowa,fine_gravel,grade1,,,0.11,84,Premium,yes,yes,track,51.077387,17.130947,51.076497,17.131564,25,25,12,10,7,5
590055048,,fine_gravel,grade1,,,0.17,84,Premium,yes,yes,track,51.171194,17.047619,51.170776,17.049905,25,25,12,10,7,5
590055050,,fine_gravel,grade1,,,0.16,84,Premium,yes,yes,track,51.168214,17.058463,51.169141,17.05677,25,25,12,10,7,5
624142196,,fine_gravel,grade1,,,0.26,84,Premium,yes,yes,track,51.176171,17.035661,51.176206,17.032073,25,25,12,10,7,5
1304710118,,gravel,grade1,intermediate,,0.41,84,Premium,yes,yes,track,51.118867,17.190394,51.119229,17.185422,22,25,15,10,7,5
1304715085,,gravel,grade1,intermediate,,0.62,84,Premium,yes,yes,track,51.117446,17.198778,51.118867,17.190394,22,25,15,10,7,5
28449400,,fine_gravel,,intermediate,2.5,0.52,83,Premium,yes,designated,path,51.090674,17.07299,51.092863,17.067433,25,15,15,15,8,5
32842262,,compacted,grade2,bad,,1.51,83,Premium,yes,designated,path,51.13261,17.0565,51.133576,17.036254,20,23,13,15,7,5
180157998,,compacted,,good,3.0,0.36,83,Premium,yes,yes,path,51.118261,17.007467,51.118261,17.007467,20,15,18,15,10,5
203270625,Żabia Ścieżka,compacted,grade2,good,,0.63,83,Premium,yes,yes,track,51.099387,17.057874,51.099823,17.066621,20,23,18,10,7,5
215365797,,compacted,grade1,good,,2.07,83,Premium,permissive,yes,track,51.22519,17.067378,51.241714,17.080388,20,25,18,8,7,5
243248473,,fine_gravel,grade2,bad,,0.28,83,Premium,yes,yes,track,51.095476,17.080162,51.097894,17.080081,25,23,13,10,7,5
264155286,,gravel,grade2,bad,4.0,0.53,83,Premium,yes,yes,track,51.143963,16.922086,51.148558,16.920455,22,23,13,10,10,5
303205588,,compacted,grade2,intermediate,3.5,1.53,83,Premium,yes,yes,track,51.075055,17.096789,51.063436,17.105264,20,23,15,10,10,5
354223605,,fine_gravel,grade2,bad,,0.18,83,Premium,yes,yes,track,51.176832,16.857433,51.175236,16.857763,25,23,13,10,7,5
364222474,,compacted,grade2,good,,1.67,83,Premium,yes,yes,track,51.189902,16.919934,51.176053,16.928869,20,23,18,10,7,5
397805136,,gravel,grade2,,,0.19,83,Premium,no,yes,track,51.258864,17.101533,51.260138,17.103452,22,23,12,14,7,5
397805140,,gravel,grade2,,,0.12,83,Premium,no,yes,track,51.260138,17.103452,51.260891,17.10217,22,23,12,14,7,5
430109020,,compacted,grade2,good,,0.97,83,Premium,yes,yes,track,51.186387,16.907621,51.192489,16.917478,20,23,18,10,7,5
495360993,Grobla Kozanowska,compacted,grade2,good,,0.38,83,Premium,yes,yes,track,51.128437,17.010719,51.129834,17.005807,20,23,18,10,7,5
516536929,Bydgoska,compacted,grade2,bad,,0.1,83,Premium,yes,designated,path,51.129545,17.078373,51.129571,17.076872,20,23,13,15,7,5
579689799,Spacerowa,compacted,grade2,good,,0.5,83,Premium,yes,yes,track,51.193095,17.199199,51.193236,17.206372,20,23,18,10,7,5
585477253,Folwarczna,compacted,grade2,good,,0.1,83,Premium,yes,yes,service,51.128174,17.081484,51.128244,17.080105,20,23,18,10,7,5
607488386,,compacted,grade2,good,,0.24,83,Premium,yes,yes,track,51.162909,17.079033,51.161259,17.081084,20,23,18,10,7,5
635053685,,compacted,grade2,good,,0.7,83,Premium,yes,yes,track,51.209664,16.948128,51.209376,16.958092,20,23,18,10,7,5
635053686,,compacted,grade2,good,,0.1,83,Premium,yes,yes,track,51.209376,16.958092,51.209376,16.958092,20,23,18,10,7,5
635053688,,compacted,grade2,good,,0.45,83,Premium,yes,yes,track,51.209417,16.952361,51.209215,16.958802,20,23,18,10,7,5
637294117,Młoda,fine_gravel,,intermediate,2.5,0.58,83,Premium,yes,designated,path,51.093019,17.064548,51.096404,17.058307,25,15,15,15,8,5
682624012,,compacted,grade2,good,,0.1,83,Premium,yes,yes,track,51.162888,16.942565,51.161998,16.942621,20,23,18,10,7,5
908079040,Młoda,fine_gravel,,intermediate,2.5,0.2,83,Premium,yes,designated,path,51.092863,17.067433,51.093019,17.064548,25,15,15,15,8,5
916752395,,compacted,grade2,good,,0.19,83,Premium,yes,yes,track,51.19621,16.903365,51.195492,16.905777,20,23,18,10,7,5
1004334607,,compacted,grade2,good,,0.24,83,Premium,yes,yes,track,51.209498,16.951186,51.209619,16.94778,20,23,18,10,7,5
1297367903,,compacted,grade2,good,,0.1,83,Premium,yes,yes,track,51.188276,16.9101,51.18884,16.91128,20,23,18,10,7,5
1328839393,,compacted,grade2,good,,0.14,83,Premium,yes,yes,track,51.149044,16.909908,51.148618,16.911733,20,23,18,10,7,5
1362551860,,compacted,grade2,good,,1.38,83,Premium,yes,yes,track,51.171962,16.931963,51.162888,16.942565,20,23,18,10,7,5
1373271303,,compacted,grade2,good,,0.1,83,Premium,yes,yes,track,51.172643,16.931099,51.171962,16.931963,20,23,18,10,7,5
1373271304,,compacted,grade2,good,,0.41,83,Premium,yes,yes,track,51.176053,16.928869,51.172671,16.93107,20,23,18,10,7,5
1383703105,Grobla Kozanowska,compacted,grade2,good,,0.1,83,Premium,yes,yes,track,51.127948,17.011978,51.128437,17.010719,20,23,18,10,7,5
24472164,Grobla Kozanowska,fine_gravel,grade2,,,0.59,82,Premium,yes,yes,track,51.124463,17.018166,51.127948,17.011978,25,23,12,10,7,5
35128829,Łąkowa,gravel,grade2,intermediate,,0.27,82,Premium,yes,yes,service,51.15356,17.156241,51.155805,17.157557,22,23,15,10,7,5
37637179,Grobla Łanieska,compacted,grade1,intermediate,,0.37,82,Premium,yes,yes,track,51.101062,17.129443,51.1036,17.132763,20,25,15,10,7,5
121906957,,compacted,grade1,intermediate,,0.53,82,Premium,yes,yes,track,51.094932,17.13051,51.092026,17.135861,20,25,15,10,7,5
122857298,,gravel,grade2,intermediate,,0.79,82,Premium,yes,yes,track,51.070299,17.139211,51.073915,17.130726,22,23,15,10,7,5
163599280,,fine_gravel,grade2,,,0.39,82,Premium,yes,yes,track,51.192858,16.734062,51.195528,16.730635,25,23,12,10,7,5
188324788,,gravel,grade2,,5.0,0.84,82,Premium,yes,yes,track,51.149678,16.982625,51.155939,16.98928,22,23,12,10,10,5
203234554,,compacted,grade1,intermediate,,0.11,82,Premium,yes,yes,service,51.095214,17.124341,51.095141,17.125891,20,25,15,10,7,5
219841823,,gravel,grade2,intermediate,,0.73,82,Premium,yes,yes,track,50.971711,16.559755,50.976712,16.553107,22,23,15,10,7,5
222509630,Grobla Łanieska,compacted,grade1,intermediate,,1.03,82,Premium,yes,yes,track,51.1036,17.132763,51.112528,17.132828,20,25,15,10,7,5
235394666,Grobla Swojczycko-Kowalska,compacted,grade1,intermediate,,0.17,82,Premium,yes,yes,track,51.115364,17.132102,51.113856,17.132474,20,25,15,10,7,5
239176943,,fine_gravel,grade2,,,0.52,82,Premium,yes,yes,track,51.206353,16.975488,51.207594,16.968274,25,23,12,10,7,5
244043118,Wrzosowa,gravel,grade2,,3.5,0.24,82,Premium,yes,yes,service,51.177714,17.051879,51.178757,17.048938,22,23,12,10,10,5
260818591,,compacted,grade1,,4.0,1.88,82,Premium,yes,yes,track,51.369893,16.515818,51.367731,16.489302,20,25,12,10,10,5
266144238,,compacted,grade1,intermediate,,0.92,82,Premium,yes,yes,track,51.115416,17.134642,51.121644,17.140109,20,25,15,10,7,5
267163222,Pasterska,fine_gravel,grade2,,,0.46,82,Premium,yes,yes,track,51.126794,17.062778,51.129125,17.057452,25,23,12,10,7,5
278787214,,compacted,grade1,,4.0,0.43,82,Premium,yes,yes,track,50.968741,16.722812,50.972256,16.725286,20,25,12,10,10,5
295891581,,fine_gravel,grade2,,,0.65,82,Premium,yes,yes,track,51.13687,16.982972,51.131162,16.982176,25,23,12,10,7,5
303205596,,compacted,grade1,intermediate,,0.39,82,Premium,yes,yes,track,51.093068,17.105432,51.09376,17.109104,20,25,15,10,7,5
309532534,,fine_gravel,,,3.0,0.21,82,Premium,yes,designated,path,51.093885,17.069609,51.094083,17.066706,25,15,12,15,10,5
343901540,,compacted,grade1,intermediate,,0.98,82,Premium,yes,yes,track,51.279371,17.659797,51.271624,17.653816,20,25,15,10,7,5
347732164,,fine_gravel,grade2,,,1.47,82,Premium,yes,yes,track,51.206353,16.975488,51.201315,16.994389,25,23,12,10,7,5
348274843,,fine_gravel,,intermediate,,0.35,82,Premium,yes,yes,path,51.160907,16.971493,51.158672,16.974408,25,15,15,15,7,5
373315436,,fine_gravel,,intermediate,,0.24,82,Premium,yes,yes,path,51.153901,17.039549,51.154026,17.036156,25,15,15,15,7,5
376302335,Spokojna,fine_gravel,grade2,,,0.72,82,Premium,yes,yes,track,51.07807,17.680205,51.079622,17.67029,25,23,12,10,7,5
386258791,,fine_gravel,grade2,,,0.18,82,Premium,yes,yes,track,51.042093,17.156832,51.04244,17.154534,25,23,12,10,7,5
386269321,,compacted,grade1,intermediate,,0.83,82,Premium,yes,yes,track,51.075331,17.150542,51.081421,17.14641,20,25,15,10,7,5
432008724,,compacted,grade2,,,0.25,82,Premium,yes,yes,path,51.132024,17.118196,51.130411,17.115768,20,23,12,15,7,5
448262194,,compacted,grade1,intermediate,,0.43,82,Premium,yes,yes,track,51.092026,17.135861,51.088339,17.137661,20,25,15,10,7,5
486999004,,fine_gravel,,,4.0,0.56,82,Premium,yes,designated,path,51.096712,17.058828,51.094972,17.065637,25,15,12,15,10,5
495057148,,gravel,grade1,bad,,0.78,82,Premium,yes,yes,track,51.318156,16.526346,51.313569,16.5284,22,25,13,10,7,5
499165038,,compacted,grade1,intermediate,,1.71,82,Premium,yes,yes,track,51.145354,17.094747,51.155272,17.077423,20,25,15,10,7,5
500084967,,fine_gravel,grade2,,,3.98,82,Premium,yes,yes,track,51.246272,16.620328,51.242226,16.573721,25,23,12,10,7,5
508291354,Grobla Swojczycko-Kowalska,compacted,grade1,,3.5,0.54,82,Premium,yes,yes,service,51.120421,17.132096,51.115592,17.13205,20,25,12,10,10,5
508293186,,gravel,grade2,,3.5,0.47,82,Premium,yes,yes,track,51.136874,17.103306,51.139855,17.098869,22,23,12,10,10,5
508293193,,gravel,grade2,,3.5,0.56,82,Premium,yes,yes,track,51.133523,17.115836,51.130951,17.122438,22,23,12,10,10,5
508293194,,gravel,grade2,,3.5,0.64,82,Premium,yes,yes,service,51.133765,17.115114,51.136075,17.107059,22,23,12,10,10,5
512156040,,compacted,grade1,intermediate,,0.4,82,Premium,yes,yes,track,51.121644,17.140109,51.122145,17.145346,20,25,15,10,7,5
512156043,,compacted,grade1,intermediate,,0.21,82,Premium,yes,yes,track,51.113539,17.135001,51.115416,17.134642,20,25,15,10,7,5
541936317,,fine_gravel,grade2,,,1.9,82,Premium,yes,yes,track,51.262043,16.774607,51.261347,16.799727,25,23,12,10,7,5
550459940,,compacted,grade1,intermediate,,2.54,82,Premium,yes,yes,track,51.165582,17.047401,51.178506,17.023544,20,25,15,10,7,5
552216008,,gravel,grade2,,3.5,0.11,82,Premium,yes,yes,service,51.136216,17.10673,51.136616,17.105286,22,23,12,10,10,5
552216010,,gravel,grade2,,3.5,0.27,82,Premium,yes,yes,track,51.140213,17.098885,51.142495,17.097508,22,23,12,10,10,5
593019553,,fine_gravel,grade2,,,1.24,82,Premium,yes,yes,track,51.181732,17.024444,51.190549,17.01546,25,23,12,10,7,5
607387485,,compacted,grade1,intermediate,,0.76,82,Premium,yes,yes,track,51.022358,17.234357,51.017827,17.242114,20,25,15,10,7,5
617842191,,fine_gravel,grade2,,,0.36,82,Premium,yes,yes,track,51.169565,17.054587,51.170776,17.049905,25,23,12,10,7,5
619975109,,compacted,grade1,intermediate,,0.24,82,Premium,yes,yes,track,51.15391,17.102111,51.155249,17.104726,20,25,15,10,7,5
624142957,,compacted,grade1,intermediate,,0.12,82,Premium,yes,yes,track,51.181002,17.025682,51.181732,17.024444,20,25,15,10,7,5
625026027,,compacted,grade1,intermediate,,0.87,82,Premium,yes,yes,track,51.155338,17.077101,51.158983,17.066276,20,25,15,10,7,5
625026036,,compacted,grade1,intermediate,,1.05,82,Premium,yes,yes,track,51.16023,17.063492,51.163593,17.049793,20,25,15,10,7,5
625027371,,compacted,grade1,intermediate,,0.17,82,Premium,yes,yes,track,51.159184,17.065832,51.160054,17.063876,20,25,15,10,7,5
628862591,,fine_gravel,,,4.0,0.13,82,Premium,yes,designated,path,51.094083,17.066706,51.094972,17.065637,25,15,12,15,10,5
635433266,,compacted,grade1,intermediate,,0.82,82,Premium,yes,yes,track,50.919907,17.241228,50.926097,17.246259,20,25,15,10,7,5
691030603,,fine_gravel,grade2,,,0.78,82,Premium,yes,yes,track,51.079716,17.669184,51.074169,17.663581,25,23,12,10,7,5
766784601,,gravel,grade2,intermediate,,0.59,82,Premium,yes,yes,track,51.110148,17.213738,51.110725,17.206637,22,23,15,10,7,5
807674831,,fine_gravel,grade2,,,0.85,82,Premium,yes,yes,track,50.723019,17.363014,50.725109,17.374599,25,23,12,10,7,5
914104727,,compacted,grade1,,4.0,0.19,82,Premium,yes,yes,track,51.367731,16.489302,51.36636,16.487609,20,25,12,10,10,5
943797776,,fine_gravel,grade2,,,0.14,82,Premium,yes,yes,track,51.193062,16.574464,51.192378,16.576096,25,23,12,10,7,5
943797783,,fine_gravel,grade2,,,0.85,82,Premium,yes,yes,track,51.197244,16.56468,51.193062,16.574464,25,23,12,10,7,5
1002600392,,compacted,grade1,intermediate,,1.02,82,Premium,yes,yes,track,51.120149,17.162477,51.12034,17.176644,20,25,15,10,7,5
1002600394,,compacted,grade1,intermediate,,0.56,82,Premium,yes,yes,track,51.122758,17.156814,51.120149,17.162477,20,25,15,10,7,5
1002600395,,compacted,grade1,intermediate,,0.15,82,Premium,yes,yes,track,51.122234,17.145618,51.122061,17.147592,20,25,15,10,7,5
1017222649,,fine_gravel,,intermediate,,0.11,82,Premium,yes,yes,path,51.145688,17.121495,51.144816,17.121559,25,15,15,15,7,5
1042438150,,gravel,grade2,intermediate,,0.23,82,Premium,yes,yes,track,51.12159,17.208282,51.121068,17.205049,22,23,15,10,7,5
1120362967,,fine_gravel,grade2,,,0.38,82,Premium,yes,yes,track,51.157863,17.175245,51.157161,17.180325,25,23,12,10,7,5
